CMDLINE C:\Users\boys4\AppData\Local\Programs\Python\Python310\python.exe main.py --output 3DGUI_TreeElement_513MB_150_000_BATCH_SIZE
MEM 1.484375 1683203913.2951
MEM 31.781250 1683203913.4003
MEM 76.335938 1683203913.5107
MEM 108.707031 1683203913.6223
MEM 138.640625 1683203913.7299
MEM 160.105469 1683203913.8393
MEM 165.726562 1683203913.9513
MEM 182.414062 1683203914.0617
MEM 182.414062 1683203914.1720
MEM 182.414062 1683203914.2807
MEM 182.414062 1683203914.3880
MEM 182.414062 1683203914.4960
MEM 182.414062 1683203914.6029
MEM 182.414062 1683203914.7124
MEM 182.414062 1683203914.8191
MEM 182.417969 1683203914.9282
MEM 182.460938 1683203915.0370
MEM 182.460938 1683203915.1433
MEM 182.460938 1683203915.2517
MEM 182.460938 1683203915.3614
MEM 182.890625 1683203915.4732
MEM 182.898438 1683203915.5822
MEM 182.902344 1683203915.6910
MEM 182.910156 1683203915.8009
MEM 182.910156 1683203915.9114
MEM 182.914062 1683203916.0199
MEM 182.933594 1683203916.1279
MEM 182.933594 1683203916.2361
MEM 182.953125 1683203916.3470
MEM 182.984375 1683203916.4551
MEM 182.992188 1683203916.5651
MEM 182.996094 1683203916.6735
MEM 183.000000 1683203916.7831
MEM 183.531250 1683203916.8951
MEM 184.003906 1683203917.0040
MEM 184.265625 1683203917.1111
MEM 184.265625 1683203917.2203
MEM 184.265625 1683203917.3297
MEM 184.312500 1683203917.4390
MEM 184.312500 1683203917.5471
MEM 184.316406 1683203917.6581
MEM 184.316406 1683203917.7659
MEM 184.316406 1683203917.8745
MEM 184.316406 1683203917.9831
MEM 184.316406 1683203918.0951
MEM 184.390625 1683203918.2071
MEM 184.390625 1683203918.3151
MEM 184.390625 1683203918.4222
MEM 186.390625 1683203918.5310
MEM 197.460938 1683203918.6354
MEM 214.902344 1683203918.7436
MEM 215.472656 1683203918.8518
MEM 215.484375 1683203918.9601
MEM 215.109375 1683203919.0707
MEM 215.109375 1683203919.1753
MEM 215.109375 1683203919.2847
MEM 215.109375 1683203919.3932
MEM 215.109375 1683203919.5024
MEM 215.308594 1683203919.6120
MEM 215.410156 1683203919.7203
MEM 216.675781 1683203919.8260
MEM 216.675781 1683203919.9341
MEM 216.628906 1683203920.0471
MEM 216.628906 1683203920.1566
MEM 216.628906 1683203920.2650
MEM 216.628906 1683203920.3750
MEM 216.628906 1683203920.4833
MEM 216.628906 1683203920.5903
MEM 216.628906 1683203920.7012
MEM 216.628906 1683203920.8101
MEM 216.628906 1683203920.9173
MEM 216.628906 1683203921.0255
MEM 216.628906 1683203921.1333
MEM 216.628906 1683203921.2412
MEM 216.324219 1683203921.3523
MEM 216.324219 1683203921.4595
MEM 216.324219 1683203921.5670
MEM 216.324219 1683203921.6759
MEM 216.324219 1683203921.7849
MEM 216.324219 1683203921.8924
MEM 216.324219 1683203922.0008
MEM 215.324219 1683203922.1090
MEM 215.324219 1683203922.2163
MEM 215.324219 1683203922.3246
MEM 215.324219 1683203922.4320
MEM 215.324219 1683203922.5402
MEM 215.324219 1683203922.6489
MEM 215.324219 1683203922.7566
MEM 215.335938 1683203922.8654
MEM 215.332031 1683203922.9724
MEM 216.015625 1683203923.0791
MEM 216.046875 1683203923.1922
MEM 216.050781 1683203923.2994
MEM 216.050781 1683203923.4091
MEM 216.050781 1683203923.5201
MEM 216.050781 1683203923.6282
MEM 216.050781 1683203923.7395
MEM 216.050781 1683203923.8471
MEM 216.050781 1683203923.9570
MEM 216.242188 1683203924.0670
MEM 216.242188 1683203924.1742
MEM 216.242188 1683203924.2842
MEM 216.242188 1683203924.3910
MEM 216.242188 1683203924.5001
MEM 216.218750 1683203924.6090
MEM 218.175781 1683203924.7179
MEM 228.691406 1683203924.8299
MEM 237.851562 1683203924.9419
MEM 248.535156 1683203925.0491
MEM 257.371094 1683203925.1641
MEM 268.230469 1683203925.2761
MEM 291.015625 1683203925.3863
MEM 354.027344 1683203925.4943
MEM 443.578125 1683203925.6033
MEM 468.488281 1683203925.7133
MEM 480.824219 1683203925.8253
MEM 492.105469 1683203925.9373
MEM 313.152344 1683203926.0488
MEM 316.093750 1683203926.1618
MEM 331.015625 1683203926.2735
MEM 403.175781 1683203926.3855
MEM 482.933594 1683203926.4967
MEM 493.968750 1683203926.6047
MEM 504.230469 1683203926.7167
MEM 315.710938 1683203926.8287
MEM 316.750000 1683203926.9437
MEM 323.437500 1683203927.0507
MEM 329.316406 1683203927.1647
MEM 493.542969 1683203927.2777
MEM 487.871094 1683203927.3867
MEM 496.761719 1683203927.5017
MEM 321.679688 1683203927.6107
MEM 322.652344 1683203927.7267
MEM 312.902344 1683203927.8362
MEM 368.046875 1683203927.9462
MEM 453.281250 1683203928.0562
MEM 478.769531 1683203928.1642
MEM 490.847656 1683203928.2762
MEM 324.316406 1683203928.3882
MEM 324.324219 1683203928.5032
MEM 323.808594 1683203928.6102
MEM 337.191406 1683203928.7222
MEM 400.894531 1683203928.8362
MEM 478.902344 1683203928.9442
MEM 488.890625 1683203929.0522
MEM 500.007812 1683203929.1622
MEM 328.105469 1683203929.2722
MEM 327.523438 1683203929.3842
MEM 330.367188 1683203929.4922
MEM 351.683594 1683203929.6082
MEM 492.085938 1683203929.7142
MEM 485.125000 1683203929.8272
MEM 495.343750 1683203929.9363
MEM 330.425781 1683203930.0483
MEM 331.343750 1683203930.1633
MEM 321.207031 1683203930.2753
MEM 359.812500 1683203930.3863
MEM 460.812500 1683203930.4983
MEM 476.050781 1683203930.6058
MEM 486.757812 1683203930.7178
MEM 332.523438 1683203930.8298
MEM 332.523438 1683203930.9448
MEM 333.667969 1683203931.0538
MEM 345.816406 1683203931.1658
MEM 412.679688 1683203931.2808
MEM 474.312500 1683203931.3923
MEM 483.945312 1683203931.5043
MEM 493.953125 1683203931.6128
MEM 342.675781 1683203931.7248
MEM 343.843750 1683203931.8398
MEM 354.167969 1683203931.9488
MEM 404.937500 1683203932.0638
MEM 472.886719 1683203932.1723
MEM 480.714844 1683203932.2843
MEM 387.082031 1683203932.4003
MEM 336.453125 1683203932.5076
MEM 335.843750 1683203932.6196
MEM 339.910156 1683203932.7316
MEM 366.828125 1683203932.8461
MEM 468.175781 1683203932.9551
MEM 479.765625 1683203933.0651
MEM 488.308594 1683203933.1771
MEM 344.171875 1683203933.2891
MEM 344.273438 1683203933.4011
MEM 341.425781 1683203933.5131
MEM 377.441406 1683203933.6261
MEM 490.632812 1683203933.7391
MEM 478.667969 1683203933.8501
MEM 488.910156 1683203933.9601
MEM 341.718750 1683203934.0721
MEM 342.609375 1683203934.1841
MEM 341.992188 1683203934.2961
MEM 389.957031 1683203934.4091
MEM 466.296875 1683203934.5241
MEM 475.910156 1683203934.6321
MEM 486.355469 1683203934.7451
MEM 343.898438 1683203934.8541
MEM 344.765625 1683203934.9641
MEM 344.144531 1683203935.0771
MEM 358.398438 1683203935.1855
MEM 419.160156 1683203935.3005
MEM 476.941406 1683203935.4125
MEM 485.582031 1683203935.5245
MEM 364.109375 1683203935.6335
MEM 348.277344 1683203935.7455
MEM 348.382812 1683203935.8575
MEM 350.863281 1683203935.9695
MEM 369.250000 1683203936.0855
MEM 489.640625 1683203936.1945
MEM 487.546875 1683203936.3055
MEM 497.843750 1683203936.4175
MEM 357.171875 1683203936.5265
MEM 358.214844 1683203936.6405
MEM 355.582031 1683203936.7525
MEM 389.894531 1683203936.8615
MEM 485.402344 1683203936.9735
MEM 488.121094 1683203937.0875
MEM 492.941406 1683203937.2010
MEM 349.234375 1683203937.3090
MEM 350.109375 1683203937.4240
MEM 349.464844 1683203937.5350
MEM 364.964844 1683203937.6460
MEM 438.675781 1683203937.7580
MEM 480.027344 1683203937.8667
MEM 488.894531 1683203937.9787
MEM 356.816406 1683203938.0907
MEM 357.222656 1683203938.2057
MEM 357.375000 1683203938.3177
MEM 373.437500 1683203938.4297
MEM 426.910156 1683203938.5417
MEM 485.136719 1683203938.6537
MEM 486.019531 1683203938.7657
MEM 374.789062 1683203938.8727
MEM 350.441406 1683203938.9847
MEM 351.480469 1683203939.0992
MEM 353.406250 1683203939.2112
MEM 365.125000 1683203939.3205
MEM 476.316406 1683203939.4315
MEM 481.062500 1683203939.5465
MEM 491.230469 1683203939.6585
MEM 359.085938 1683203939.7675
MEM 360.125000 1683203939.8794
MEM 365.136719 1683203939.9914
MEM 372.023438 1683203940.1064
MEM 482.273438 1683203940.2184
MEM 482.566406 1683203940.3274
