CMDLINE C:\Users\boys4\AppData\Local\Programs\Python\Python310\python.exe main.py
MEM 1.484375 1683204458.0180
MEM 32.382812 1683204458.1310
MEM 81.625000 1683204458.2424
MEM 110.734375 1683204458.3534
MEM 149.710938 1683204458.4644
MEM 160.488281 1683204458.5764
MEM 166.117188 1683204458.6865
MEM 182.746094 1683204458.7976
MEM 182.746094 1683204458.9068
MEM 182.746094 1683204459.0154
MEM 182.746094 1683204459.1249
MEM 182.761719 1683204459.2328
MEM 182.765625 1683204459.3421
MEM 182.765625 1683204459.4517
MEM 182.765625 1683204459.5583
MEM 182.769531 1683204459.6678
MEM 183.253906 1683204459.7756
MEM 183.261719 1683204459.8846
MEM 183.265625 1683204459.9943
MEM 183.269531 1683204460.1048
MEM 183.269531 1683204460.2141
MEM 183.273438 1683204460.3225
MEM 183.296875 1683204460.4309
MEM 183.296875 1683204460.5539
MEM 183.339844 1683204460.6649
MEM 183.382812 1683204460.7741
MEM 183.394531 1683204460.8835
MEM 183.394531 1683204460.9916
MEM 183.398438 1683204461.1011
MEM 183.882812 1683204461.2091
MEM 184.234375 1683204461.3199
MEM 184.328125 1683204461.4293
MEM 184.328125 1683204461.5394
MEM 184.582031 1683204461.6495
MEM 184.617188 1683204461.7583
MEM 184.628906 1683204461.8669
MEM 184.628906 1683204461.9749
MEM 184.632812 1683204462.0839
MEM 184.632812 1683204462.1921
MEM 184.632812 1683204462.3029
MEM 184.632812 1683204462.4123
MEM 184.632812 1683204462.5218
MEM 184.707031 1683204462.6303
MEM 184.707031 1683204462.7413
MEM 184.707031 1683204462.8630
MEM 184.707031 1683204462.9715
MEM 196.394531 1683204463.0800
MEM 214.144531 1683204463.1907
MEM 214.546875 1683204463.2991
MEM 214.609375 1683204463.4081
MEM 214.609375 1683204463.5185
MEM 214.609375 1683204463.6254
MEM 214.613281 1683204463.7353
MEM 214.613281 1683204463.8460
MEM 214.613281 1683204463.9562
MEM 214.781250 1683204464.0658
MEM 214.835938 1683204464.1730
MEM 215.800781 1683204464.2792
MEM 215.800781 1683204464.3903
MEM 215.800781 1683204464.5008
MEM 215.800781 1683204464.6078
MEM 215.753906 1683204464.7154
MEM 215.753906 1683204464.8241
MEM 215.753906 1683204464.9319
MEM 215.753906 1683204465.0409
MEM 215.753906 1683204465.1492
MEM 215.753906 1683204465.2568
MEM 215.753906 1683204465.3669
MEM 215.753906 1683204465.4764
MEM 215.753906 1683204465.5851
MEM 215.753906 1683204465.6931
MEM 215.464844 1683204465.8019
MEM 215.464844 1683204465.9101
MEM 215.464844 1683204466.0213
MEM 215.464844 1683204466.1306
MEM 215.464844 1683204466.2380
MEM 214.464844 1683204466.3463
MEM 214.507812 1683204466.4573
MEM 214.507812 1683204466.5660
MEM 214.507812 1683204466.6760
MEM 214.468750 1683204466.7848
MEM 214.468750 1683204466.8938
MEM 214.468750 1683204467.0034
MEM 214.468750 1683204467.1121
MEM 214.507812 1683204467.2208
MEM 214.507812 1683204467.3318
MEM 214.507812 1683204467.4390
MEM 214.507812 1683204467.5600
MEM 214.507812 1683204467.6694
MEM 214.507812 1683204467.7791
MEM 214.468750 1683204467.8892
MEM 214.468750 1683204467.9972
MEM 214.468750 1683204468.1059
MEM 214.480469 1683204468.2146
MEM 214.480469 1683204468.3234
MEM 214.480469 1683204468.4320
MEM 214.476562 1683204468.5399
MEM 214.949219 1683204468.6457
MEM 215.000000 1683204468.7554
MEM 215.000000 1683204468.8652
MEM 215.000000 1683204468.9762
MEM 215.000000 1683204469.0881
MEM 215.000000 1683204469.1931
MEM 215.000000 1683204469.3042
MEM 215.000000 1683204469.4139
MEM 215.000000 1683204469.5209
MEM 215.000000 1683204469.6298
MEM 215.000000 1683204469.7391
